,running_id,link,article_type,headline,content_extract,author,publication_time,shares,__final verdict__MANUAL,__final verdict__WEAK_SUPERVISION,__final verdict__WEAK_SUPERVISION__confidence,combined
2248,559,https://www.faz.net/aktuell/gesellschaft/gesundheit/gruene-und-fdp-streiten-ueber-reform-infektionsschutzgesetz-18082508.html,Infektionsschutzgesetz,Grüne und FDP streiten über Corona,"Während die Corona-Zahlen steigen, ist zwischen zwei Ampelparteien eine Debatte darüber entbrannt, ob Deutschland gut genug auf eine Herbstwelle vorbereitet ist. Neue Omikron-Varianten könnten die Welle beschleunigen.",,05.06.2022 12:07 Uhr,6.0,,1,0.2975,"Infektionsschutzgesetz Grüne und FDP streiten über Corona Während die Corona-Zahlen steigen, ist zwischen zwei Ampelparteien eine Debatte darüber entbrannt, ob Deutschland gut genug auf eine Herbstwelle vorbereitet ist. Neue Omikron-Varianten könnten die Welle beschleunigen."
2249,56,https://www.faz.net/aktuell/feuilleton/debatten/philologe-luciano-canfora-wird-80-18079201.html,Luciano Canfora wird achtzig,Völliger Wahlsinn,"Seine „kurze Geschichte der Demokratie“ sorgte für einen kleinen deutschen Skandal, heute wird der Altphilologe Luciano Canfora achtzig Jahre alt. Ein Geburtstagsgruß.",Dietmar Dath,05.06.2022 11:13 Uhr,4.0,,1,0.7014,"Luciano Canfora wird achtzig Völliger Wahlsinn Seine „kurze Geschichte der Demokratie“ sorgte für einen kleinen deutschen Skandal, heute wird der Altphilologe Luciano Canfora achtzig Jahre alt. Ein Geburtstagsgruß."
2250,560,https://www.faz.net/aktuell/gesellschaft/gesundheit/arzt-wegen-mehr-als-3000-falscher-corona-atteste-in-haft-18080908.html,Arzt in Haft,Mutmaßlich mehr als 3000 falsche Corona-Atteste,Wegen mehr als 3000 mutmaßlich falscher Corona-Atteste wurde ein Leverkusener Arzt verhaftet. Er wollte sich wohl ins Ausland absetzen.,,03.06.2022 22:11 Uhr,5.0,,1,0.8157,Arzt in Haft Mutmaßlich mehr als 3000 falsche Corona-Atteste Wegen mehr als 3000 mutmaßlich falscher Corona-Atteste wurde ein Leverkusener Arzt verhaftet. Er wollte sich wohl ins Ausland absetzen.
2251,561,https://www.faz.net/aktuell/gesellschaft/gesundheit/coronavirus/coronavirus-in-deutschland-omikron-variante-nimmt-laut-rki-zu-18077768.html,RKI-Wochenbericht,Corona-Fallzahlen gehen nicht mehr zurück,"Die Omikron-Sublinie BA.5 spielt hierzulande eine wachsende Rolle, schreibt das Robert-Koch-Institut. Der Virologe Klaus Stöhr, der auf Christian Drosten im Corona-Sachverständigenrat folgt, wirft dem Gesundheitsminister derweil Panikmache vor.",,03.06.2022 07:36 Uhr,18.0,,1,0.851,"RKI-Wochenbericht Corona-Fallzahlen gehen nicht mehr zurück Die Omikron-Sublinie BA.5 spielt hierzulande eine wachsende Rolle, schreibt das Robert-Koch-Institut. Der Virologe Klaus Stöhr, der auf Christian Drosten im Corona-Sachverständigenrat folgt, wirft dem Gesundheitsminister derweil Panikmache vor."
2252,562,https://www.faz.net/aktuell/gesellschaft/gesundheit/neurodermitis-wie-behandelt-man-die-entzuendung-der-haut-wirksam-18053298.html,F.A.Z.-Gesundheitspodcast,Wenn die Haut sich schuppt und juckt,"Neurodermitis ist keine bedrohliche Erkrankung, kann die Lebensqualität aber deutlich einschränken. 10 bis 20 Prozent aller Kinder und Jugendlichen in Deutschland sind betroffen, Erwachsene leiden seltener an den entzündlichen Ekzemen.",Lucia Schmidt,28.05.2022 13:28 Uhr,4.0,,1,0.7883,"F.A.Z.-Gesundheitspodcast Wenn die Haut sich schuppt und juckt Neurodermitis ist keine bedrohliche Erkrankung, kann die Lebensqualität aber deutlich einschränken. 10 bis 20 Prozent aller Kinder und Jugendlichen in Deutschland sind betroffen, Erwachsene leiden seltener an den entzündlichen Ekzemen."
2253,563,https://www.faz.net/aktuell/gesellschaft/gesundheit/wie-behandelt-man-gehirntumore-18019804.html,F.A.Z.-Gesundheitspodcast,Wird eine Impfung Hirntumore bekämpfen können?,"Hirntumore sind besonders angsteinflößend, immerhin bedrohen sie unsere „Schaltzentrale“. Doch es gibt viele unterschiedliche Arten, die teilweise gut behandelt werden können. Und neue Therapieoptionen am Horizont, die hoffnungsfroh stimmen.",Lucia Schmidt,13.05.2022 19:00 Uhr,,,1,0.7829,"F.A.Z.-Gesundheitspodcast Wird eine Impfung Hirntumore bekämpfen können? Hirntumore sind besonders angsteinflößend, immerhin bedrohen sie unsere „Schaltzentrale“. Doch es gibt viele unterschiedliche Arten, die teilweise gut behandelt werden können. Und neue Therapieoptionen am Horizont, die hoffnungsfroh stimmen."
2254,564,https://www.faz.net/aktuell/gesellschaft/gesundheit/wo-finde-ich-serioese-gesundheitsinfos-17987365.html,F.A.Z.-Gesundheitspodcast,Wie steht es um unsere Gesundheitskompetenz?,"Die Pandemie hat einmal mehr gezeigt: Es gibt viele Menschen, die sehr skeptisch gegenüber Schulmedizin und Wissenschaft sind. Das ist nicht nur ein deutsches Phänomen, hierzulande aber besonders ausgeprägt.",Lucia Schmidt,30.04.2022 13:37 Uhr,,,1,0.7876,"F.A.Z.-Gesundheitspodcast Wie steht es um unsere Gesundheitskompetenz? Die Pandemie hat einmal mehr gezeigt: Es gibt viele Menschen, die sehr skeptisch gegenüber Schulmedizin und Wissenschaft sind. Das ist nicht nur ein deutsches Phänomen, hierzulande aber besonders ausgeprägt."
2255,565,https://www.faz.net/aktuell/gesellschaft/gesundheit/keine-krankschreibungen-mehr-per-telefon-18072544.html,Corona-Sonderregel endet,Keine Krankschreibungen mehr per Telefon,"Seit mehr als zwei Jahren galt wegen der Pandemie: Wer sich mit Erkältungsbeschwerden krankmelden will, muss dafür nicht in die Praxis. Das ändert sich nun wieder. Hausärzte hätten die Entlastung gerne behalten.",,01.06.2022 04:37 Uhr,6.0,,1,0.3859,"Corona-Sonderregel endet Keine Krankschreibungen mehr per Telefon Seit mehr als zwei Jahren galt wegen der Pandemie: Wer sich mit Erkältungsbeschwerden krankmelden will, muss dafür nicht in die Praxis. Das ändert sich nun wieder. Hausärzte hätten die Entlastung gerne behalten."
2256,566,https://www.faz.net/aktuell/gesellschaft/gesundheit/london-richterin-hebt-anonymitaet-eines-samenspenders-auf-18072139.html,Krankheit verschwiegen,Richterin nennt Samenspender öffentlich,Ein privater Samenspender habe die Mütter nicht genügend über seine vererbbare Krankheit aufgeklärt. Der High Court in London hat sich nun für die Aufhebung seiner Anonymität entschieden – zum Schutz anderer Frauen.,,31.05.2022 19:46 Uhr,22.0,,0,0.6385,Krankheit verschwiegen Richterin nennt Samenspender öffentlich Ein privater Samenspender habe die Mütter nicht genügend über seine vererbbare Krankheit aufgeklärt. Der High Court in London hat sich nun für die Aufhebung seiner Anonymität entschieden – zum Schutz anderer Frauen.
2257,567,https://www.faz.net/aktuell/gesellschaft/gesundheit/coronavirus/urlaubsrueckkehrer-nach-deutschland-brauchen-keine-3g-nachweise-mehr-18072087.html,Corona-Pandemie,Urlaubsrückkehrer nach Deutschland benötigen keine 3-G-Nachweise mehr,"Weil die Infektionszahlen im In- und Ausland sinken, muss bei der Einreise nach Deutschland vorerst kein Nachweis für Geimpfte, Genesene oder Getestete mehr vorgelegt werden. Die deutsche Luftfahrtbranche dringt zudem auf die Abschaffung der Maskenpflicht für Passagiere.",,31.05.2022 18:29 Uhr,,,0,0.6327,"Corona-Pandemie Urlaubsrückkehrer nach Deutschland benötigen keine 3-G-Nachweise mehr Weil die Infektionszahlen im In- und Ausland sinken, muss bei der Einreise nach Deutschland vorerst kein Nachweis für Geimpfte, Genesene oder Getestete mehr vorgelegt werden. Die deutsche Luftfahrtbranche dringt zudem auf die Abschaffung der Maskenpflicht für Passagiere."
2258,568,https://www.faz.net/aktuell/gesellschaft/gesundheit/coronavirus/corona-infektionswelle-in-portugal-omikron-subtyp-breitet-sich-aus-18071294.html,Coronawelle,Omikron-Subtyp breitet sich in Portugal aus,"Portugal hatte sich auf einen entspannten Sommer gefreut, doch nun wird das Land von einer neuen Corona-Infektionswelle überrollt. Der neue Omikron-Subtyp hat die Variante BA.2 schon weitgehend ­verdrängt.",Hans-Christian Rössler,31.05.2022 16:49 Uhr,59.0,,0,0.7995,"Coronawelle Omikron-Subtyp breitet sich in Portugal aus Portugal hatte sich auf einen entspannten Sommer gefreut, doch nun wird das Land von einer neuen Corona-Infektionswelle überrollt. Der neue Omikron-Subtyp hat die Variante BA.2 schon weitgehend ­verdrängt."
2259,569,https://www.faz.net/aktuell/gesellschaft/gesundheit/zahl-der-raucher-in-deutschland-waehrend-der-corona-pandemie-gestiegen-18070477.html,Seit Pandemiebeginn,Anteil der Raucher in Deutschland steigt,Während der Corona-Pandemie ist die Zahl der Raucher in Deutschland wieder gestiegen. Jeder Dritte konsumiert hierzulande Tabak. Das hat auch enorme Auswirkungen auf die Umwelt.,,31.05.2022 12:10 Uhr,16.0,,0,0.5537,Seit Pandemiebeginn Anteil der Raucher in Deutschland steigt Während der Corona-Pandemie ist die Zahl der Raucher in Deutschland wieder gestiegen. Jeder Dritte konsumiert hierzulande Tabak. Das hat auch enorme Auswirkungen auf die Umwelt.
2260,57,https://www.faz.net/aktuell/feuilleton/buecher/rezensionen/sachbuch/kenneth-cukiers-viktor-mayer-schoenbergers-und-francis-de-vericourts-framers-18052773.html,Framing und Problemlösung,Ohne Phantasie geht nichts,"Manifest einer bedrohten gesellschaftlichen Mitte: Ein Band diskutiert das Framing als kreative Methode zur Problemlösung. Dabei ist es besonders wichtig, mehr und alternative Entscheidungsmöglichkeiten zu erkennen.",Günter Hack,04.06.2022 21:43 Uhr,4.0,,0,0.8622,"Framing und Problemlösung Ohne Phantasie geht nichts Manifest einer bedrohten gesellschaftlichen Mitte: Ein Band diskutiert das Framing als kreative Methode zur Problemlösung. Dabei ist es besonders wichtig, mehr und alternative Entscheidungsmöglichkeiten zu erkennen."
2261,570,https://www.faz.net/aktuell/gesellschaft/gesundheit/coronavirus/coronavirus-in-deutschland-inzidenz-sinkt-auf-189-18067347.html,Coronavirus in Deutschland,RKI meldet 755 Neuinfektionen – Inzidenz sinkt,"490 Fälle weniger als am Montag der Vorwoche meldet das Robert-Koch-Institut zu Wochenbeginn, auch die Inzidenz sinkt auf 189. Die Zahlen sind aufgrund der Meldeverzögerung an Wochenenden allerdings nur bedingt aussagekräftig.",,30.05.2022 07:31 Uhr,6.0,,0,0.3155,"Coronavirus in Deutschland RKI meldet 755 Neuinfektionen – Inzidenz sinkt 490 Fälle weniger als am Montag der Vorwoche meldet das Robert-Koch-Institut zu Wochenbeginn, auch die Inzidenz sinkt auf 189. Die Zahlen sind aufgrund der Meldeverzögerung an Wochenenden allerdings nur bedingt aussagekräftig."
2262,571,https://www.faz.net/aktuell/gesellschaft/gesundheit/coronavirus/corona-inzidenz-steigt-wieder-warnung-vor-omikron-subvarianten-18069922.html,Coronavirus in Deutschland,"Inzidenz steigt wieder, Montgomery warnt vor Ausbreitung von Subvarianten",Das RKI meldet knapp 62.000 Neuinfektionen binnen eines Tages. Der Chef des Weltärztebundes sorgt sich über die Ausbreitung der Omikron-Subvariante BA.5. „Corona ist noch nicht vorbei.“,,31.05.2022 06:24 Uhr,31.0,,0,0.3157,"Coronavirus in Deutschland Inzidenz steigt wieder, Montgomery warnt vor Ausbreitung von Subvarianten Das RKI meldet knapp 62.000 Neuinfektionen binnen eines Tages. Der Chef des Weltärztebundes sorgt sich über die Ausbreitung der Omikron-Subvariante BA.5. „Corona ist noch nicht vorbei.“"
2263,572,https://www.faz.net/aktuell/gesellschaft/gesundheit/lufthansa-will-corona-maskenpflicht-nicht-mehr-durchsetzen-18063749.html,Corona-Bekämpfung,Die Maske im Flugzeug,"Die Lufthansa will die Maskenpflicht im Flugzeug nicht mehr durchsetzen. Auslöser sind Leute, die von ihren Befindlichkeiten nicht absehen können. Das ist schwach.","Ein Kommentar von
					  						Jacqueline Vogt",29.05.2022 17:26 Uhr,41.0,,0,0.616,"Corona-Bekämpfung Die Maske im Flugzeug Die Lufthansa will die Maskenpflicht im Flugzeug nicht mehr durchsetzen. Auslöser sind Leute, die von ihren Befindlichkeiten nicht absehen können. Das ist schwach."
2264,573,https://www.faz.net/aktuell/gesellschaft/gesundheit/so-geht-es-den-deutschen-nach-corona-und-waehrend-krieg-18062933.html,Lebensgefühl der Deutschen,„Die Verdrängung des Krieges ist sehr anstrengend“,"Exzess, Erschöpfung, Verzicht: Der Psychologe Stephan Grünewald hat untersucht, wie den Deutschen gerade zumute ist – und gibt Tipps, was uns stärkt. Die Pandemie und der Krieg in der Ukraine setzen den Menschen psychisch zu.",Max Fluder,29.05.2022 15:18 Uhr,18.0,,1,0.7881,"Lebensgefühl der Deutschen „Die Verdrängung des Krieges ist sehr anstrengend“ Exzess, Erschöpfung, Verzicht: Der Psychologe Stephan Grünewald hat untersucht, wie den Deutschen gerade zumute ist – und gibt Tipps, was uns stärkt. Die Pandemie und der Krieg in der Ukraine setzen den Menschen psychisch zu."
2265,574,https://www.faz.net/aktuell/gesellschaft/gesundheit/wie-die-robert-enke-stiftung-depression-erlebbar-macht-18063707.html,Volkskrankheit,Wie eine Depression virtuell erlebbar wird,Zwölf Minuten lang in die Gefühlswelt eines Depressiven eintauchen: In Seligenstadt haben Interessierte die Gelegenheit dazu. Damit soll die unterschätzte Volkskrankheit fassbarer werden. Die Autorin hat die VR-Brille aufgesetzt.,Ina Lockhart,29.05.2022 14:15 Uhr,39.0,,0,0.3035,Volkskrankheit Wie eine Depression virtuell erlebbar wird Zwölf Minuten lang in die Gefühlswelt eines Depressiven eintauchen: In Seligenstadt haben Interessierte die Gelegenheit dazu. Damit soll die unterschätzte Volkskrankheit fassbarer werden. Die Autorin hat die VR-Brille aufgesetzt.
2266,575,https://www.faz.net/aktuell/gesellschaft/gesundheit/affenpocken-wie-heftig-wird-der-ausbruch-in-deutschland-18063095.html,Das kommt auf uns zu,Wie heftig wird der Affenpocken-Ausbruch in Deutschland?,In München wurde diese Woche der erste deutsche Affenpocken-Patient behandelt. Für das Klinikpersonal war das eine Herausforderung.,Timo Frasch und Lucia Schmidt,28.05.2022 10:14 Uhr,19.0,,1,0.5577,Das kommt auf uns zu Wie heftig wird der Affenpocken-Ausbruch in Deutschland? In München wurde diese Woche der erste deutsche Affenpocken-Patient behandelt. Für das Klinikpersonal war das eine Herausforderung.
2267,576,https://www.faz.net/aktuell/gesellschaft/gesundheit/coronavirus/coronavirus-in-deutschland-sieben-tage-inzidenz-sinkt-unter-200-18065419.html,Coronavirus in Deutschland,Sieben-Tage-Inzidenz sinkt unter 200,Die Zahl der registrierten Neuinfektionen geht weiter stark zurück. Das RKI meldet rund 2700 Ansteckungen binnen eines Tages. Acht Personen starben im Zusammenhang mit dem Virus.,,29.05.2022 05:31 Uhr,5.0,,1,0.3238,Coronavirus in Deutschland Sieben-Tage-Inzidenz sinkt unter 200 Die Zahl der registrierten Neuinfektionen geht weiter stark zurück. Das RKI meldet rund 2700 Ansteckungen binnen eines Tages. Acht Personen starben im Zusammenhang mit dem Virus.
2268,577,https://www.faz.net/aktuell/gesellschaft/gesundheit/wie-viel-vertrauen-verdienen-die-covid-19-impfstoffe-noch-18053284.html,Omikrons Turboviren,Wie viel Vertrauen verdienen die Covid-19-Impfstoffe noch?,Im dritten Pandemie-Sommer braucht es eine weitere Wende: Mit Fortschrittsoffensiven gegen die Risiken des Omikron-Turbos.,Joachim Müller-Jung,24.05.2022 20:12 Uhr,29.0,,0,0.5974,Omikrons Turboviren Wie viel Vertrauen verdienen die Covid-19-Impfstoffe noch? Im dritten Pandemie-Sommer braucht es eine weitere Wende: Mit Fortschrittsoffensiven gegen die Risiken des Omikron-Turbos.
2269,578,https://www.faz.net/aktuell/gesellschaft/gesundheit/hessen-rege-nachfrage-nach-studienplaetzen-fuer-kuenftige-landaerzte-18064420.html,Doppelte Quote,Rege Nachfrage nach Studienplätzen für Landärzte,Mit einer Doppel-Quote will Hessen den öffentlichen Gesundheitsdienst und die hausärztliche Versorgung auf dem Land stärken. Die Nachfrage für die Studienplätze wirkt erfreulich.,,28.05.2022 09:05 Uhr,14.0,,0,0.2727,Doppelte Quote Rege Nachfrage nach Studienplätzen für Landärzte Mit einer Doppel-Quote will Hessen den öffentlichen Gesundheitsdienst und die hausärztliche Versorgung auf dem Land stärken. Die Nachfrage für die Studienplätze wirkt erfreulich.
2270,579,https://www.faz.net/aktuell/gesellschaft/gesundheit/dak-corona-pandemie-hat-massive-gesundheitliche-folgen-fuer-kinder-18062745.html,Folgen der Pandemie für Kinder,„Die existenziell wichtigen Bedürfnisse wurden schlichtweg ignoriert“,"Mehr Depressionen, mehr Essstörungen: Die Pandemie hat laut der Krankenkasse DAK massive Folgen für die Gesundheit der Heranwachsenden. Kinderärzte fordern die Politik zum Handeln auf.",David Lindenfeld,27.05.2022 15:22 Uhr,15.0,,1,0.6678,"Folgen der Pandemie für Kinder „Die existenziell wichtigen Bedürfnisse wurden schlichtweg ignoriert“ Mehr Depressionen, mehr Essstörungen: Die Pandemie hat laut der Krankenkasse DAK massive Folgen für die Gesundheit der Heranwachsenden. Kinderärzte fordern die Politik zum Handeln auf."
2271,58,https://www.faz.net/aktuell/karriere-hochschule/note-6-fuer-das-wissenschaftszeitvertragsgesetz-18054090.html,Trotz Gesetz,Mehrheit der Wissenschaftler immer noch befristet,"Die Evaluation des Wissenschaftszeitvertragsgesetzes fällt erwartbar negativ aus. Braucht man das Gesetz, das die Kettenverträge in der Wissenschaft rechtfertigt, überhaupt noch?",Thomas Thiel,05.06.2022 12:11 Uhr,11.0,,0,0.9001,"Trotz Gesetz Mehrheit der Wissenschaftler immer noch befristet Die Evaluation des Wissenschaftszeitvertragsgesetzes fällt erwartbar negativ aus. Braucht man das Gesetz, das die Kettenverträge in der Wissenschaft rechtfertigt, überhaupt noch?"
2272,580,https://www.faz.net/aktuell/gesellschaft/gesundheit/affenpocken-who-sieht-keinen-grund-fuer-alarmstimmung-18062560.html,Gegen die Alarmstimmung,WHO zu Affenpocken: „Es handelt sich nicht um Covid“,"Die WHO geht davon aus, dass die meisten Fälle mild verlaufen. Zudem gebe es „ein gutes Zeitfenster, die Übertragung zu stoppen“. Laut Experten würde voraussichtlich nur in Einzelfällen geimpft werden.",,27.05.2022 13:35 Uhr,1.0,,1,0.5394,"Gegen die Alarmstimmung WHO zu Affenpocken: „Es handelt sich nicht um Covid“ Die WHO geht davon aus, dass die meisten Fälle mild verlaufen. Zudem gebe es „ein gutes Zeitfenster, die Übertragung zu stoppen“. Laut Experten würde voraussichtlich nur in Einzelfällen geimpft werden."
2273,581,https://www.faz.net/aktuell/gesellschaft/gesundheit/coronavirus/weltaerztechef-montgomery-will-anti-corona-plan-mit-lockdown-option-18064302.html,Coronavirus in Deutschland,Weltärztechef fordert Anti-Corona-Plan mit Lockdown-Option,"Das Infektionsschutzgesetz muss aus Sicht von Frank Ulrich Montgomery angepasst werden, um Eindämmungsmaßnahmen zu ermöglichen. Das RKI meldet knapp 40.000 Neuinfektionen binnen eines Tages.",,28.05.2022 05:02 Uhr,1.0,,0,0.3092,"Coronavirus in Deutschland Weltärztechef fordert Anti-Corona-Plan mit Lockdown-Option Das Infektionsschutzgesetz muss aus Sicht von Frank Ulrich Montgomery angepasst werden, um Eindämmungsmaßnahmen zu ermöglichen. Das RKI meldet knapp 40.000 Neuinfektionen binnen eines Tages."
2274,582,https://www.faz.net/aktuell/gesellschaft/gesundheit/warum-die-organspende-zahlen-zuletzt-eingebrochen-sind-18050736.html,Corona und Organspende,"Weniger Herzen, Lebern und Nieren",Zwei Jahre lang ist Deutschland bei der Organspende vergleichsweise gut durch die Corona-Pandemie gekommen. Anfang des Jahres brechen die Zahlen dann plötzlich massiv ein – wie konnte es dazu kommen?,Kim Björn Becker,27.05.2022 09:21 Uhr,3.0,,0,0.5616,"Corona und Organspende Weniger Herzen, Lebern und Nieren Zwei Jahre lang ist Deutschland bei der Organspende vergleichsweise gut durch die Corona-Pandemie gekommen. Anfang des Jahres brechen die Zahlen dann plötzlich massiv ein – wie konnte es dazu kommen?"
2275,583,https://www.faz.net/aktuell/gesellschaft/gesundheit/afrikanische-behoerde-warnt-vor-hortung-von-pocken-impfstoff-18060157.html,Weitere Ansteckungsfälle,Afrikanische Behörde warnt vor Hortung von Pocken-Impfstoff,"Das CDC appellierte am Donnerstag, aus der Corona-Pandemie zu lernen. Der Impfstoff solle überall da verfügbar sein, wo das „Risiko am höchsten ist“. Das RKI hält die afrikanischen Todesraten für zu hoch gegriffen.",,26.05.2022 13:17 Uhr,,,0,0.3627,"Weitere Ansteckungsfälle Afrikanische Behörde warnt vor Hortung von Pocken-Impfstoff Das CDC appellierte am Donnerstag, aus der Corona-Pandemie zu lernen. Der Impfstoff solle überall da verfügbar sein, wo das „Risiko am höchsten ist“. Das RKI hält die afrikanischen Todesraten für zu hoch gegriffen."
2276,584,https://www.faz.net/aktuell/gesellschaft/gesundheit/coronavirus/pandemie-in-deutschland-immer-weniger-corona-infizierte-in-kliniken-18059446.html,Corona in Deutschland,Lauterbach: Konsequente Maskenpflicht im Herbst wieder möglich machen,"Gesundheitsminister Karl Lauterbach hält es für notwendig, die Corona-Regeln in Deutschland im Herbst wieder verschärfen zu können. Derweil sinkt die Sieben-Tage-Inzidenz im Vergleich zur Vorwoche um fast 30 Prozent auf aktuell 262,6.",,26.05.2022 10:23 Uhr,3.0,,0,0.4929,"Corona in Deutschland Lauterbach: Konsequente Maskenpflicht im Herbst wieder möglich machen Gesundheitsminister Karl Lauterbach hält es für notwendig, die Corona-Regeln in Deutschland im Herbst wieder verschärfen zu können. Derweil sinkt die Sieben-Tage-Inzidenz im Vergleich zur Vorwoche um fast 30 Prozent auf aktuell 262,6."
2277,585,https://www.faz.net/aktuell/gesellschaft/gesundheit/coronavirus/gruene-und-fdp-streiten-ueber-reform-infektionsschutzgesetz-18082508.html,Infektionsschutzgesetz,Grüne und FDP streiten über Corona,"Während die Corona-Zahlen steigen, ist zwischen zwei Ampelparteien eine Debatte darüber entbrannt, ob Deutschland gut genug auf eine Herbstwelle vorbereitet ist. Neue Omikron-Varianten könnten die Welle beschleunigen.",,05.06.2022 12:07 Uhr,6.0,,1,0.2975,"Infektionsschutzgesetz Grüne und FDP streiten über Corona Während die Corona-Zahlen steigen, ist zwischen zwei Ampelparteien eine Debatte darüber entbrannt, ob Deutschland gut genug auf eine Herbstwelle vorbereitet ist. Neue Omikron-Varianten könnten die Welle beschleunigen."
2278,586,https://www.faz.net/aktuell/gesellschaft/gesundheit/coronavirus/arzt-wegen-mehr-als-3000-falscher-corona-atteste-in-haft-18080908.html,Arzt in Haft,Mutmaßlich mehr als 3000 falsche Corona-Atteste,Wegen mehr als 3000 mutmaßlich falscher Corona-Atteste wurde ein Leverkusener Arzt verhaftet. Er wollte sich wohl ins Ausland absetzen.,,03.06.2022 22:11 Uhr,5.0,,1,0.8157,Arzt in Haft Mutmaßlich mehr als 3000 falsche Corona-Atteste Wegen mehr als 3000 mutmaßlich falscher Corona-Atteste wurde ein Leverkusener Arzt verhaftet. Er wollte sich wohl ins Ausland absetzen.
2279,587,https://www.faz.net/aktuell/gesellschaft/gesundheit/coronavirus/omikron-variante-ba-2-koennte-das-infektionsgeschehen-veraendern-17813629.html,Omikron-Variante BA.2,Kommt nach Omikron sein Schwestervirus?,Warnsignale von der Tarnkappen-Variante: BA.2 hat klare Fitness-Vorteile gegenüber der bisher dominierenden Omikron-Linie. Wie wird die Variante das Infektionsgeschehen verändern?,Hildegard Kaulen,20.02.2022 11:41 Uhr,32.0,,0,0.5779,Omikron-Variante BA.2 Kommt nach Omikron sein Schwestervirus? Warnsignale von der Tarnkappen-Variante: BA.2 hat klare Fitness-Vorteile gegenüber der bisher dominierenden Omikron-Linie. Wie wird die Variante das Infektionsgeschehen verändern?
2280,588,https://www.faz.net/aktuell/gesellschaft/gesundheit/coronavirus/tuerkei-als-reiseziel-wieso-das-land-den-tourismus-braucht-18068853.html,Türkei-Tourismus,Deutsche Pauschalurlauber stürmen nach Antalya,Nach der Pandemie entdecken Touristen die Türkei als Reiseziel neu. Buchungen aus Deutschland gehen nach oben. Die fehlenden russischen Besucher dagegen hinterlassen eine Lücke.,"Andreas Mihm, Istanbul",01.06.2022 06:27 Uhr,7.0,,0,0.318,Türkei-Tourismus Deutsche Pauschalurlauber stürmen nach Antalya Nach der Pandemie entdecken Touristen die Türkei als Reiseziel neu. Buchungen aus Deutschland gehen nach oben. Die fehlenden russischen Besucher dagegen hinterlassen eine Lücke.
2281,589,https://www.faz.net/aktuell/gesellschaft/gesundheit/coronavirus/corona-sieht-nicht-aus-wie-eine-laborgeburt-18073264.html,Studie zu Virus-Ursprung,Corona sieht nicht aus wie eine Laborgeburt,"Das Berliner Team um Christian Drosten hat nachgeforscht, ob das Pandemievirus Sars-CoV-2 sein entscheidendes Element auf natürliche Weise erworben haben könnte. Das Ergebnis ist nichts für sensationshungrige Phantasten.",Joachim Müller-Jung,01.06.2022 16:28 Uhr,39.0,,1,0.2899,"Studie zu Virus-Ursprung Corona sieht nicht aus wie eine Laborgeburt Das Berliner Team um Christian Drosten hat nachgeforscht, ob das Pandemievirus Sars-CoV-2 sein entscheidendes Element auf natürliche Weise erworben haben könnte. Das Ergebnis ist nichts für sensationshungrige Phantasten."
2282,59,https://www.faz.net/aktuell/karriere-hochschule/ich-glaub-hier-tippt-ein-pferd-18077699.html,Kolumne „Nine to five“,"Ich glaub, hier tippt ein Pferd","Wer will, kann seine Abwesenheitsnotiz mittlerweile von einem Island-Pferd verfassen lassen. Das Programm ist ein Werbe-Gag der isländischen Touristiker – hat aber durchaus seine Tücken.",Benjamin Fischer,04.06.2022 09:48 Uhr,12.0,,0,0.4586,"Kolumne „Nine to five“ Ich glaub, hier tippt ein Pferd Wer will, kann seine Abwesenheitsnotiz mittlerweile von einem Island-Pferd verfassen lassen. Das Programm ist ein Werbe-Gag der isländischen Touristiker – hat aber durchaus seine Tücken."
2283,590,https://www.faz.net/aktuell/gesellschaft/gesundheit/coronavirus/bundesarbeitsgericht-arbeitgeber-duerfen-corona-tests-anordnen-18073672.html,Bundesarbeitsgericht urteilt,Arbeitgeber dürfen Corona-Tests anordnen,"Grundsätzlich können Arbeitgeber ihren Angestellten Corona-Tests vorschreiben, urteilt  das Bundesarbeitsgericht. Zur Begründung verweisen die Richter auf die Fürsorgepflicht des Arbeitgebers.",,01.06.2022 14:57 Uhr,5.0,,1,0.858,"Bundesarbeitsgericht urteilt Arbeitgeber dürfen Corona-Tests anordnen Grundsätzlich können Arbeitgeber ihren Angestellten Corona-Tests vorschreiben, urteilt  das Bundesarbeitsgericht. Zur Begründung verweisen die Richter auf die Fürsorgepflicht des Arbeitgebers."
2284,591,https://www.faz.net/aktuell/gesellschaft/gesundheit/coronavirus/keine-krankschreibungen-mehr-per-telefon-18072544.html,Corona-Sonderregel endet,Keine Krankschreibungen mehr per Telefon,"Seit mehr als zwei Jahren galt wegen der Pandemie: Wer sich mit Erkältungsbeschwerden krankmelden will, muss dafür nicht in die Praxis. Das ändert sich nun wieder. Hausärzte hätten die Entlastung gerne behalten.",,01.06.2022 04:37 Uhr,6.0,,1,0.3859,"Corona-Sonderregel endet Keine Krankschreibungen mehr per Telefon Seit mehr als zwei Jahren galt wegen der Pandemie: Wer sich mit Erkältungsbeschwerden krankmelden will, muss dafür nicht in die Praxis. Das ändert sich nun wieder. Hausärzte hätten die Entlastung gerne behalten."
